time,path,plate,plate_color
2023/8/24 14:55,C:\Users\MSI-NB\Desktop\20230518\20230518130918525.jpg,川A.8W6E4,蓝色
2023/8/24 14:55,C:\Users\MSI-NB\Desktop\20230518\20230518130918525.jpg,湘A.63HT5,蓝色
2023/8/24 14:55,C:\Users\MSI-NB\Desktop\20230518\20230518130940192.jpg,鄂A.T107R,蓝色
2023/8/24 14:55,C:\Users\MSI-NB\Desktop\20230518\20230518130940192.jpg,R9.5180,黄色
2023/8/24 14:55,C:\Users\MSI-NB\Desktop\20230518\20230518130948160.jpg,川A.35W3G,蓝色
2023/8/24 14:55,C:\Users\MSI-NB\Desktop\20230518\20230518130948160.jpg,豫R.95180,黄色
2023/8/24 14:55,C:\Users\MSI-NB\Desktop\20230518\20230518130956706.jpg,川A.F27576,蓝色
2023/8/24 14:55,C:\Users\MSI-NB\Desktop\20230518\20230518130956706.jpg,豫R.95180,黄色
2023/8/24 14:55,C:\Users\MSI-NB\Desktop\20230518\20230518130957384.jpg,川1.S8N100,蓝色
2023/8/24 14:55,C:\Users\MSI-NB\Desktop\20230518\20230518130957384.jpg,川A.KZ419,蓝色
2023/8/24 14:55,C:\Users\MSI-NB\Desktop\20230518\20230518131000136.jpg,川A.KZ419,蓝色
2023/8/24 14:55,C:\Users\MSI-NB\Desktop\20230518\20230518131036235.jpg,川R.95180,黄色
2023/8/24 14:55,C:\Users\MSI-NB\Desktop\20230518\20230518131039887.jpg,川L.6Q82G,白色
2023/8/24 14:55,C:\Users\MSI-NB\Desktop\20230518\20230518131039887.jpg,川J.8275G,蓝色
2023/8/24 14:55,C:\Users\MSI-NB\Desktop\20230518\20230518131044555.jpg,川J.8275G,蓝色
2023/8/24 14:55,C:\Users\MSI-NB\Desktop\20230518\20230518131044555.jpg,川A.L5A24,蓝色
2023-08-24 15:23:33,C:\Users\MSI-NB\Desktop\20230518\20230518115139642.jpg,渝B.Y2229,黄色
2023-08-24 15:23:33,C:\Users\MSI-NB\Desktop\20230518\20230518115139642.jpg,川A.WT056,蓝色
2023-08-24 15:33:28,C:\Users\MSI-NB\Desktop\20230518\20230518115140752.jpg,川A.WT056,蓝色
